"","betweenness","degree","closeness","eigen_centrality","page_rank","count_components","components","feature_id"
"10000",0.000295498470625943,0.0565783942833123,0.397555160022836,0.326619325389724,0.000234329439858373,25,1,"10000"
"100049587",0.000130597794168187,0.0593526691887348,0.378634255557332,0.343633599140495,0.000243770315153464,25,1,"100049587"
"10004",0,8.40689365279529e-05,0.239961080818114,5.06775319454812e-07,1.43028761643775e-05,25,1,"10004"
"10005",9.98778186881649e-05,0.0311895754518705,0.388794009458749,0.20449537884287,0.000135412847077254,25,1,"10005"
"10006",8.48638854087513e-05,0.00210172341319882,0.348720063628598,0.00496647830280349,4.2737887122621e-05,25,1,"10006"
"10008",0,8.40689365279529e-05,0.235516473022441,8.42409587309279e-07,1.4515325284507e-05,25,1,"10008"
"10009",0,8.40689365279529e-05,0.236594383931248,7.85621553657529e-07,1.75783382276261e-05,25,1,"10009"
"1000",0,8.40689365279529e-05,0.290852804599396,0.000469044933642777,1.31667312177284e-05,25,1,"1000"
"100101267",6.63205145023625e-05,0.0014291719209752,0.316397166911666,0.00157825795261787,6.51724893718006e-05,25,1,"100101267"
"100101467",0.000218974807633599,0.0014291719209752,0.307944435773373,0.000110174079190479,7.44510274720057e-05,25,1,"100101467"
"10010",0.000319196251082847,0.00596889449348466,0.326881126604998,0.0115517547186797,8.6471989227212e-05,25,1,"10010"
"100113407",0,0.000168137873055906,0.29499862942012,0.000804915370284274,1.34561664282258e-05,25,1,"100113407"
"10011",6.70054358572058e-06,0.000336275746111812,0.279310100747941,2.42346522883188e-05,2.56242669497311e-05,25,1,"10011"
"100127983",8.09535276711524e-05,0.00336275746111812,0.339003436426117,0.0168551294612182,3.5399456900916e-05,25,1,"100127983"
"100128071",0.000167332100501325,0.000168137873055906,0.184887861560567,4.26702794199197e-10,7.06702463749169e-05,25,1,"100128071"
"100128327",3.3207863946453e-06,0.000504413619167718,0.275911898380142,9.19406070046916e-06,4.19709131553078e-05,25,1,"100128327"
"100128338",0.00735386896701871,0.0186633039092056,0.362483924306449,0.0181213252288161,0.000584017061364056,25,1,"100128338"
"100128553",8.47400142467327e-10,0.000420344682639765,0.301751166169611,0.00249485618424511,1.41219420145222e-05,25,1,"100128553"
"100128569",0,8.40689365279529e-05,0.247392948945686,9.3965352724195e-06,1.48831576956349e-05,25,1,"100128569"
"100128731",0.000118772762084293,0.000420344682639765,0.30574926390826,0.000188556362979761,3.13488511351594e-05,25,1,"100128731"
"100128927",1.05636298557215e-05,0.00487599831862127,0.343279686820357,0.0209314597645144,3.76365444430435e-05,25,1,"100128927"
"100129480",0.00685363311479421,0.156956704497688,0.424209847344657,0.621948929571942,0.000951182057455066,25,1,"100129480"
"100129520",3.91648140486624e-06,0.000336275746111812,0.264932972271334,2.612850618261e-05,3.60724511952249e-05,25,1,"100129520"
"100129543",0,8.40689365279529e-05,0.200565881097199,8.85756079115573e-09,2.30623624787297e-05,25,1,"100129543"
"100129583",0.00351786731370969,0.0641445985708281,0.390964034479342,0.366886749719394,0.000297518465964019,25,1,"100129583"
"100129969",0,8.40689365279529e-05,0.262407731695963,3.60254153821402e-05,1.37019008539528e-05,25,1,"100129969"
"100130311",7.91355797151672e-07,0.00168137873055906,0.343289641572903,0.011974920792563,2.2045819416028e-05,25,1,"100130311"
"100130733",4.22498962329667e-06,0.0085750315258512,0.347603946441156,0.0533401875504088,4.6554393832539e-05,25,1,"100130733"
"100130742",2.75106908220441e-06,0.000168137873055906,0.287847104021787,0.000250647930252795,1.86941599702069e-05,25,1,"100130742"
"100130771",0.000173819648410441,0.000756620428751576,0.249378554876764,4.27927187038038e-06,7.94504926004537e-05,25,1,"100130771"
"100130933",0.000203022663054058,0.058848255569567,0.39611845407395,0.367917003714416,0.000241750949902313,25,1,"100130933"
"100131017",1.69711030735891e-08,0.000168137873055906,0.31215884819239,0.00140812595078413,1.37628215995447e-05,25,1,"100131017"
"100131187",0.000134964608920272,0.0659100462379151,0.398532184217614,0.436723062170386,0.000256617403104067,25,1,"100131187"
"100131211",1.88593523428121e-08,0.000504413619167718,0.33436899785335,0.00622571254106162,1.54188155655051e-05,25,1,"100131211"
"100131755",4.83898700019627e-07,0.000252206809583859,0.275385581687487,8.49662299926895e-06,2.76441151922481e-05,25,1,"100131755"
"100131801",5.2137580898985e-06,0.0014291719209752,0.305488890609275,0.0012309657330667,3.452023557225e-05,25,1,"100131801"
"100132074",7.06818030334227e-08,0.000168137873055906,0.5,0,9.78204634761002e-05,25,2,"100132074"
"100132247",0.000928243105249581,0.0087431693989071,0.317415203110336,0.000199079308857821,0.000391932871191636,25,1,"100132247"
"100132285",0.00150290979883126,0.00109289617486339,0.142232368136489,1.69505666983333e-14,0.000279502970182875,25,1,"100132285"
"100132386",1.96140917307147e-05,0.000168137873055906,0.162806689404775,5.74013644341654e-12,4.45205241267189e-05,25,1,"100132386"
"100132406",6.19033607537233e-05,0.00109289617486339,0.280960744292021,1.56163684759588e-05,5.4132264150869e-05,25,1,"100132406"
"100133093",0,8.40689365279529e-05,0.212306533474417,2.940162696646e-07,1.95595974763362e-05,25,1,"100133093"
"100133941",1.19709853873902e-05,0.0197562000840689,0.367297548867515,0.11945983516191,8.98185155695074e-05,25,1,"100133941"
"100134444",0,8.40689365279529e-05,0.141716447392049,8.69100914806252e-15,2.92157594320897e-05,25,1,"100134444"
"100134934",0.00144334806367859,0.0519546027742749,0.387648176042963,0.212550388305503,0.00035476954142456,25,1,"100134934"
"100137049",4.34230242811571e-08,0.000420344682639765,0.27342649266659,7.81389718479767e-05,1.893419132829e-05,25,1,"100137049"
"10014",2.97074668262354e-05,0.00100882723833544,0.325014413969195,0.00114834569097505,2.88263950312126e-05,25,1,"10014"
"10015",4.75453599417599e-05,0.0164775115594788,0.360914634146341,0.0717054246422717,9.32947288900441e-05,25,1,"10015"
"10016",1.27328143963945e-05,0.0014291719209752,0.337140090564748,0.00334096240195427,2.78082577365175e-05,25,1,"10016"
"10017",4.7185971152044e-07,0.00243799915931063,0.348576308118136,0.024445008877181,2.3852865090979e-05,25,1,"10017"
"100188893",0.000151362792276394,0.00479192938209332,0.304804572841032,0.000125255384884026,0.000128613736134248,25,1,"100188893"
"100190949",2.98716975633294e-06,0.00933165195460278,0.346880768892666,0.0529348712675059,4.88343940803564e-05,25,1,"100190949"
"10019",2.55318639887206e-07,0.00117696511139134,0.329483147318322,0.00760669591397869,1.78792653355891e-05,25,1,"10019"
"1001",0.000470128226928906,0.00580075662042875,0.342832319721981,0.0130826913099078,9.18814898046279e-05,25,1,"1001"
"10020",0.000106030177306664,0.0148802017654477,0.359522580253288,0.0554928043645826,9.12756580284089e-05,25,1,"10020"
"10022",2.14570536588978e-06,0.000840689365279529,0.28237483004556,0.000785658818348195,2.9731209176694e-05,25,1,"10022"
"10024",5.98202856885967e-06,0.00218579234972678,0.254920539213575,3.32768860369921e-06,6.98098976041767e-05,25,1,"10024"
"10025",7.95137621280263e-08,0.00058848255569567,0.290154170445354,0.000901319307417345,1.65580824382843e-05,25,1,"10025"
"10026",7.36772201046234e-06,0.000252206809583859,0.272507538960889,5.57265090969553e-06,2.187526269965e-05,25,1,"10026"
"100271846",0.0111841454536732,0.00529634300126103,0.197484318697451,3.966881678084e-09,0.000947847708659866,25,1,"100271846"
"100271849",0.00914045107822948,0.105170239596469,0.398424878836834,0.402388277848355,0.00099240847391159,25,1,"100271849"
"100271927",0.000212385153029013,0.00168137873055906,0.280268952128415,8.42792720368002e-05,8.98621802334188e-05,25,1,"100271927"
"100272147",3.37248333866185e-06,0.00117696511139134,0.307632338036953,0.00206714829926337,3.1827037848236e-05,25,1,"100272147"
"100287482",0,8.40689365279529e-05,0.297564286252922,0.00108214855626945,1.30061376772067e-05,25,1,"100287482"
