"","betweenness","degree","closeness","eigen_centrality","page_rank","count_components","components","feature_id"
"10040",6.92961585292577e-05,0.0591002835782418,0.38906195045973,0.508916311885968,0.000146676338401203,15,1,"10040"
"100423062",0.000297764753588577,0.0768883732920856,0.395116848658026,0.570325102669992,0.000213328122701407,15,1,"100423062"
"10042",1.48970521087114e-06,0.000128899200824955,0.264545112910389,8.72238303095801e-07,1.36619166445106e-05,15,1,"10042"
"10043",5.3260794697914e-09,0.000193348801237432,0.280912735121801,1.65219205024529e-06,1.15654404697215e-05,15,1,"10043"
"10044",0.000154507549018012,0.0734725444702243,0.395409400771057,0.54225289817738,0.000184816353826268,15,1,"10044"
"10045",1.88761415033354e-05,0.0121165248775458,0.3617105754858,0.0947492116744603,4.45510534099815e-05,15,1,"10045"
"100462977",0.0050698155274549,0.113882443928848,0.427357267032755,0.602711293848367,0.000526888818759414,15,1,"100462977"
"100463285",0.00726996451806581,0.124258829595257,0.434016198189614,0.608548018322933,0.000632753313099993,15,1,"100463285"
"100463482",0.00255959007674023,0.0346094354215004,0.395096688606562,0.140057597031724,0.000259057127743308,15,1,"100463482"
"100463486",0.00657782731203968,0.116460427945347,0.432199369296459,0.557203494742713,0.000576334638094331,15,1,"100463486"
"100463488",0.00475780230471892,0.102990461459139,0.426263349113729,0.522196284023808,0.000493515501524621,15,1,"100463488"
"10046",2.55985354839449e-07,0.000837844805362207,0.33337638574965,0.00705116697397844,1.2833272111152e-05,15,1,"10046"
"10047",0.000178667038747947,0.0219773137406548,0.392453499569206,0.00182642560333325,0.000126129053571188,15,1,"10047"
"10048",1.72558684385082e-05,0.00315803042021139,0.360296854643588,0.0005335031626376,2.75964873304771e-05,15,1,"10048"
"100499483",4.08899319697808e-05,0.00193348801237432,0.341318816943624,0.00464310286189024,2.61236003035668e-05,15,1,"100499483"
"10049",3.2133417979354e-06,0.000451147202887342,0.292042240241373,0.00015054678937161,1.82644102821932e-05,15,1,"10049"
"1004",1.36881833908713e-06,0.00103119360659964,0.334456322211424,0.00786734025142058,1.42953105631267e-05,15,1,"1004"
"100505876",1.03259730319358e-06,0.000708945604537252,0.33247461411305,0.00213190980077562,1.49007426026651e-05,15,1,"100505876"
"100505993",0.00738427890490345,0.115944831142047,0.445169450113542,0.0243811093361756,0.00073803737385033,15,1,"100505993"
"100506144",2.66806133089536e-07,0.000644496004124774,0.318040866618749,0.000837937146318187,1.31100251691597e-05,15,1,"100506144"
"100506564",0.000207396561981497,0.0467259602990461,0.398471671898317,0.0026163075779424,0.000258749339058854,15,1,"100506564"
"100506581",2.13475820395931e-07,0.000451147202887342,0.309387298479733,1.63269155952457e-05,1.30457020313592e-05,15,1,"100506581"
"100506658",0.00400948731189397,0.17143593709719,0.424231633156193,1,0.000542166637669551,15,1,"100506658"
"100506736",2.7536259031606e-05,0.00895849445733436,0.342602424564198,0.0547211703199547,4.49301347362698e-05,15,1,"100506736"
"100507050",0,0.000128899200824955,0.289579476823545,0.000774586331447082,9.99074656836674e-06,15,1,"100507050"
"100507290",0.000151494437086979,0.00367362722351121,0.358462179427831,0.000445520768696721,4.14715361712596e-05,15,1,"100507290"
"100507421",0.000126591122391744,0.0051559680329982,0.373919551885654,0.0264656940882552,3.5093051138413e-05,15,1,"100507421"
"10050",0.000263165986962315,0.0879092549626192,0.403906840883603,0.693756872809479,0.000218786957975535,15,1,"10050"
"10051",6.95684974044097e-05,0.00876514565609693,0.369195194049776,0.000617100862652103,7.94311995609605e-05,15,1,"10051"
"100526693",0,6.44496004124774e-05,0.255219920568217,1.16639559400014e-07,1.09457743024632e-05,15,1,"100526693"
"100526694",0.00275663289090923,0.0936452693993297,0.413361447712593,0.527932215509356,0.000367815424633571,15,1,"100526694"
"100526760",0.000128658267739301,0.000128899200824955,0.272418645558487,8.84582356490739e-07,2.8812397423633e-05,15,1,"100526760"
"100526842",0,6.44496004124774e-05,0.264287786480998,3.28416974593377e-07,1.01763517396308e-05,15,1,"100526842"
"100527949",0.00119404760504123,0.0146945088940449,0.363561669561951,0.063766775605525,0.000143353537236816,15,1,"100527949"
"100527963",2.05363198911001e-07,0.000128899200824955,0.258685775372486,4.03710285392798e-06,1.43279996736649e-05,15,1,"100527963"
"100528017",0.00180748831843855,0.00754060324825986,0.325562329199075,0.000246121184546058,0.000233225029441262,15,1,"100528017"
"100528021",2.82694189091915e-06,0.00025779840164991,0.2800795731983,1.22099462987709e-06,1.74238100830589e-05,15,1,"100528021"
"100528030",8.85359381433615e-09,0.000128899200824955,0.230547078526237,4.75638360443617e-08,1.62175617828162e-05,15,1,"100528030"
"100529063",0.000136617980786039,0.000386697602474865,0.260158914142687,4.21248891438067e-06,3.78557712507691e-05,15,1,"100529063"
"100529097",1.24201489303821e-06,0.000193348801237432,0.277450330532614,9.48418973658685e-07,1.86356977837733e-05,15,1,"100529097"
"100529145",6.94441925198109e-06,0.0224284609435422,0.36112017907942,0.000947079801303774,0.000118403441741505,15,1,"100529145"
"100529209",9.5771416733744e-06,0.018625934519206,0.359485620110954,0.000734668279346874,0.000102831768434602,15,1,"100529209"
"100529239",0.000130357944908669,0.00186903841196185,0.338225337963266,0.00857906355234358,2.62396725675259e-05,15,1,"100529239"
"100529240",1.50720869107989e-05,0.00283578241814901,0.327386111404714,0.0162001781834474,2.55466347908531e-05,15,1,"100529240"
"100529241",5.46719511820032e-09,0.000193348801237432,0.302651892673585,0.000355412167041563,1.05701945557443e-05,15,1,"100529241"
"100529257",2.77738309629198e-05,0.0117942768754834,0.362480983031012,0.0759396393292434,4.71593563528037e-05,15,1,"100529257"
"100529855",4.32195259358234e-07,0.00051559680329982,0.282161531874579,0.000201603766355182,1.77900225808404e-05,15,1,"100529855"
"10052",6.47236065939278e-06,0.0122454240783707,0.370999425067076,0.0874282544573794,4.19076163648337e-05,15,1,"10052"
"100532735",0,6.44496004124774e-05,1,0,6.44454469291914e-05,15,2,"100532735"
"100532746",6.88859125568206e-07,0.00612271203918536,0.335805199592359,0.000201111730333512,3.94815379866817e-05,15,1,"100532746"
"100533106",0,6.44496004124774e-05,0.232154099835107,6.02573060552564e-09,1.16925391720834e-05,15,1,"100533106"
"100533107",0.00139091859561394,0.00483372003093581,0.334420211617361,0.00131642119410535,0.000192251949342623,15,1,"100533107"
"100533178",0,6.44496004124774e-05,0.273984962406015,6.77586340372096e-06,1.04547912228878e-05,15,1,"100533178"
"100533496",0,6.44496004124774e-05,1,0,6.44454469291914e-05,15,3,"100533496"
"100533970",0,6.44496004124774e-05,0.238239547118727,1.72025830294262e-05,1.0304447452177e-05,15,1,"100533970"
"100533990",4.25408357444284e-05,0.0293890177880897,0.380301058369963,0.00140968717948829,0.000162002723850218,15,1,"100533990"
"100534592",3.16940137475928e-07,0.000128899200824955,0.240000619876335,7.03988569419821e-08,1.7046185367563e-05,15,1,"100534592"
"100534593",5.49724415071405e-05,0.000773395204949729,0.323130529127024,0.000748715741568937,2.88641328537817e-05,15,1,"100534593"
"100534595",0.00255887968525985,0.00953854086104666,0.347538261298865,0.000841615576127873,0.000283511063668354,15,1,"100534595"
"100534612",1.14678738505281e-06,0.00025779840164991,0.305126487508866,6.07435599273634e-05,1.21511809236829e-05,15,1,"100534612"
"10053",0.000144781934950277,0.0659963908223769,0.394955625828828,0.466524648854896,0.000175925919634289,15,1,"10053"
"10054",7.17709881962926e-05,0.0034158288218613,0.401456826606527,0.0121568710594774,2.39764275042097e-05,15,1,"10054"
"10055",8.37079640600333e-06,0.000451147202887342,0.328385742456691,2.08044956915101e-05,1.65112259860356e-05,15,1,"10055"
"10056",0.000100066589262132,0.00290023201856148,0.394502891204116,0.00220931161860142,2.8825212942624e-05,15,1,"10056"
"10057",0,6.44496004124774e-05,0.273776693536982,1.97932678133873e-05,1.01151092808766e-05,15,1,"10057"
"10058",4.76644987636866e-08,0.000128899200824955,0.232081041794668,2.15016598313341e-07,1.59279398197952e-05,15,1,"10058"
"10059",2.69361353339419e-07,0.00186903841196185,0.348900603766784,0.000220222218697134,1.98968354046776e-05,15,1,"10059"
"1005",1.80951537124337e-06,0.00238463521526167,0.333771551724138,9.80942431378852e-05,2.39427993287849e-05,15,1,"1005"
"10060",9.62563418327966e-07,0.00264243361691158,0.350463905861055,0.0226404748675596,1.84069743740737e-05,15,1,"10060"
"10062",2.44688795010096e-10,0.000708945604537252,0.310491389161771,0.00587274141859064,1.13088727445177e-05,15,1,"10062"
"100631383",0.00485869649101318,0.110853312709461,0.415937046785196,0.626869583090582,0.000528689539962034,15,1,"100631383"
"10063",3.3791939734607e-07,0.000708945604537252,0.31852491721684,0.000453775803059919,1.81005149932838e-05,15,1,"10063"
"100652748",0.000192248927580663,0.000451147202887342,0.300625048528612,3.83881616920775e-05,3.82581043995604e-05,15,1,"100652748"
"100652824",7.08815832205933e-05,0.00921629285898427,0.36897529364115,0.00105277933199321,5.97417129123689e-05,15,1,"100652824"
"100653515",0.00502571689398422,0.0516241299303944,0.409221825868675,0.00423487946865119,0.00050688942903584,15,1,"100653515"
"10066",1.5200312133819e-05,0.00747615364784738,0.364177209236702,0.066054024759772,3.09819868344909e-05,15,1,"10066"
"10067",2.37846655002426e-06,0.000128899200824955,0.272174478480167,7.08860668754455e-05,1.22423803537392e-05,15,1,"10067"
"10068",2.46063729397506e-05,0.00979633926269657,0.344952779757662,0.0630765222749812,4.21257894129841e-05,15,1,"10068"
"10069",1.24807932035345e-08,0.000902294405774684,0.336184253370091,9.76261677632962e-05,1.42919113369922e-05,15,1,"10069"
"1006",2.81197004065861e-06,0.0019979376127868,0.337775354416576,0.000101472584743572,2.44117651642652e-05,15,1,"1006"
"10071",1.01624659341506e-05,0.0121165248775458,0.359377175476865,0.0933991973736061,4.10646640131953e-05,15,1,"10071"
"10072",2.55199413685862e-05,0.00354472802268626,0.347413522365292,0.0122861672501894,2.96975684307721e-05,15,1,"10072"
"10073",5.73185230359206e-06,0.00670275844289765,0.365207753619771,0.000840003243640472,4.47028166844189e-05,15,1,"10073"
"10075",1.15342646988603e-07,0.000128899200824955,0.296594913436495,1.61409607748776e-05,1.07612661398862e-05,15,1,"10075"
"10077",3.990829416706e-05,0.00638051044083527,0.388856805684586,0.00275778318902783,4.09836572775449e-05,15,1,"10077"
"10078",2.56724712129279e-07,0.00290023201856148,0.352177373507675,0.000321099611337088,2.48010700278938e-05,15,1,"10078"
"10079",4.3913557510419e-05,0.0694122196442382,0.386431120093819,0.598440263650402,0.00016571585793383,15,1,"10079"
"1007",3.72350172933302e-06,0.00128899200824955,0.309653297076818,9.17227070704037e-06,2.70607974998347e-05,15,1,"1007"
"100820829",0.000236892462586215,0.0302913121938644,0.396523030442686,0.205224524610256,9.42868655725773e-05,15,1,"100820829"
"10082",6.62966143649655e-05,0.00934519205980923,0.354061406917995,0.0573538773637213,4.15508300824293e-05,15,1,"10082"
"10083",0.000202949086869719,0.0917117813869554,0.400315351410034,0.700321927633984,0.000228903608497228,15,1,"10083"
"10085",0,6.44496004124774e-05,0.206843588476487,4.93613431938553e-09,1.6948830493182e-05,15,1,"10085"
"100862671",9.98676552259833e-07,0.000386697602474865,0.298653964825671,0.000125021286705759,1.80692238230016e-05,15,1,"100862671"
"10086",1.72796110084387e-05,0.0161124001031194,0.369653427534848,0.000883641017656699,8.98220284742253e-05,15,1,"10086"
"10089",0.000173535429816984,0.038605310647074,0.393300657744369,0.0020665756188417,0.000205426645022782,15,1,"10089"
"1008",2.87053814325066e-08,0.000128899200824955,0.297146913793434,4.96463946159776e-06,1.1034907187477e-05,15,1,"1008"
"10090",2.58832007597271e-09,0.000386697602474865,0.318106192872548,0.00353376000305018,1.09087613660784e-05,15,1,"10090"
"10093",6.69971672423649e-06,0.000580046403712297,0.331584807091166,0.00149753729612675,1.64457838176901e-05,15,1,"10093"
"10094",0.000122668133404954,0.00128899200824955,0.338040773562666,0.000977572024626055,2.72453832847962e-05,15,1,"10094"
"10095",6.76275021962483e-08,0.000773395204949729,0.312856046220355,0.00582589781325143,1.2115474748172e-05,15,1,"10095"
"10096",1.69478741458398e-05,0.000644496004124774,0.335078647309548,0.000153509073490453,1.9764620409495e-05,15,1,"10096"
"10097",1.10521160030249e-05,0.000580046403712297,0.300887878611257,1.24329466049375e-05,2.17688042284795e-05,15,1,"10097"
"10098",1.32072451105799e-06,0.0105697344676463,0.366166213500414,0.102067621214573,3.49660985771543e-05,15,1,"10098"
"100996939",0.00100674063449176,0.0019979376127868,0.321734252949975,0.000842901654674641,0.000124733287091492,15,1,"100996939"
"10099",0.000234286911150953,0.0619360659963908,0.389453301815621,0.507433370859473,0.000163240441881687,15,1,"10099"
"1009",0.000374707808054699,0.0767594740912606,0.404677292918735,0.588415471704245,0.000201525235067111,15,1,"1009"
"100",0.00011822845155768,0.0917762309873679,0.39544978678855,0.749397459146625,0.000216814334398832,15,1,"100"
"10100",7.38062473191037e-05,0.0122454240783707,0.372382120272187,0.0868873041482759,4.62563036107264e-05,15,1,"10100"
"10101",9.85845987890375e-08,0.000128899200824955,0.282748799591039,5.08227029598693e-06,1.1898626573404e-05,15,1,"10101"
"10102",5.8988679713235e-05,0.0025779840164991,0.370484665805464,0.003255177447496,2.58991005025625e-05,15,1,"10102"
"10103",0.000103495253499519,0.0215906161381799,0.372006437510509,0.168539107084639,7.11476164640219e-05,15,1,"10103"
"101059938",0.000514922359166737,0.00051559680329982,0.282161531874579,2.04086754658686e-06,7.57484902191255e-05,15,1,"101059938"
"10105",0,6.44496004124774e-05,0.247867351674909,4.72801325809566e-06,1.16229231617755e-05,15,1,"10105"
"101060200",1.99341905130487e-06,0.000193348801237432,0.275844257623254,5.31811147228152e-06,1.49455147921817e-05,15,1,"101060200"
"101060226",0.000147670610077339,0.00051559680329982,0.293870967741935,3.34440859974968e-06,3.37107779955273e-05,15,1,"101060226"
"101060684",0.000356015326190207,0.0120520752771333,0.367181943193134,0.0556723849141701,8.23058600512906e-05,15,1,"101060684"
"10106",8.56479883120234e-09,0.000128899200824955,0.246227959998092,1.52555234225527e-05,1.13313936358622e-05,15,1,"10106"
"10107",5.83545550287533e-05,0.0387986594483114,0.401665067302954,0.314644545051711,9.87172231134511e-05,15,1,"10107"
"10109",0,0.000193348801237432,0.318171545968156,2.15570395540741e-05,1.05965046373303e-05,15,1,"10109"
"1010",0.000174648908385951,0.0121809744779582,0.372704738526701,0.000715680879397308,8.95428043548795e-05,15,1,"1010"
"10110",0.000190444207071849,0.097189997422016,0.407252550752077,0.736512000261887,0.000236583399314878,15,1,"10110"
"10111",0,0.000193348801237432,0.321027320592015,3.16443900533415e-05,1.07003763249418e-05,15,1,"10111"
"10112",5.08926658002907e-05,0.00438257282804847,0.353915765899586,0.000120300768000559,4.8411655466787e-05,15,1,"10112"
"10113",0.000174384294862754,0.00167568961072441,0.317766789092476,0.000479010898992394,5.28975125387638e-05,15,1,"10113"
"10114",1.2650364075983e-06,0.000644496004124774,0.330058394782831,0.00383594212904944,1.39159597381303e-05,15,1,"10114"
"10116",4.0875680267445e-06,0.000386697602474865,0.316312983803435,0.000170638880826129,1.47687066780682e-05,15,1,"10116"
"10117",2.41435590799529e-09,0.000386697602474865,0.324647828274359,3.02866193021111e-05,1.16369803372823e-05,15,1,"10117"
"10120",0,6.44496004124774e-05,0.302799827943534,0.000814338243485651,9.85142354516758e-06,15,1,"10120"
"10121",0,6.44496004124774e-05,0.237435991782418,8.30266497537579e-07,1.10614893566523e-05,15,1,"10121"
"10123",7.10456603213304e-05,0.084235627739108,0.39900551347452,0.718219599008423,0.000199678511075325,15,1,"10123"
"10124",0.000131206340069412,0.0641273524104151,0.390376083887881,0.499017662706756,0.000168923706074816,15,1,"10124"
